genome_id,b12,heme,folate,biotin,type1,type3,rm
MGYG000001322,1,0,0,0,1,0,1
MGYG000001323,0,1,1,1,1,0,1
MGYG000001324,1,0,1,1,1,0,1
MGYG000001325,1,0,1,1,1,0,1
MGYG000001326,1,0,1,1,1,0,1
MGYG000001327,1,0,1,1,0,0,0
MGYG000001328,1,0,0,0,1,0,1
MGYG000001329,0,1,0,1,1,1,1
MGYG000001330,0,1,0,1,1,0,1
MGYG000001331,0,0,1,1,0,0,0
MGYG000001332,1,0,0,0,0,0,0
MGYG000001334,0,0,0,0,1,1,1
MGYG000001335,0,0,0,0,1,0,1
MGYG000001336,1,0,1,0,1,1,1
MGYG000001337,1,0,1,1,0,1,1
MGYG000001338,1,0,1,1,1,0,1
MGYG000001339,1,0,0,0,0,0,0
MGYG000001340,0,0,0,0,1,0,1
MGYG000001341,0,0,0,0,0,0,0
MGYG000001342,0,0,1,0,0,0,0
MGYG000001343,0,1,1,1,1,0,1
MGYG000001344,0,1,1,1,0,0,1
MGYG000001345,1,0,1,1,1,1,1
MGYG000001346,1,0,1,1,1,0,1
MGYG000001347,1,0,1,1,1,1,1
MGYG000001348,0,1,0,1,1,0,1
MGYG000001349,1,1,1,1,1,0,1
MGYG000001350,1,0,1,1,1,1,1
MGYG000001351,1,1,1,1,1,0,1
MGYG000001352,0,0,0,0,0,0,0
MGYG000001353,1,0,0,0,1,0,1
MGYG000001354,0,0,1,0,0,0,0
MGYG000001355,0,0,0,0,0,1,1
MGYG000001356,1,0,0,1,0,1,1
MGYG000001357,0,1,0,1,1,1,1
MGYG000001358,0,1,0,1,1,1,1
MGYG000001359,1,0,1,1,1,0,1
MGYG000001360,1,0,1,0,1,0,1
MGYG000001361,0,1,1,0,0,0,0
MGYG000001362,0,0,0,0,1,0,1
MGYG000001363,0,0,1,0,0,0,0
MGYG000001364,1,0,1,1,1,0,1
MGYG000001365,1,0,1,1,1,1,1
MGYG000001366,0,0,1,0,0,0,0
MGYG000001367,1,0,0,0,0,0,0
MGYG000001368,1,0,1,0,0,0,0
MGYG000001369,0,0,1,0,1,1,1
MGYG000001370,1,0,1,1,1,0,1
MGYG000001371,1,1,1,0,0,0,0
MGYG000001372,1,0,1,1,1,0,1
MGYG000001373,0,0,0,0,0,0,0
MGYG000001374,1,0,1,0,0,1,1
MGYG000001375,0,0,0,0,0,1,1
MGYG000001376,1,0,1,0,1,0,1
MGYG000001377,1,0,1,0,1,1,1
MGYG000001378,1,0,1,1,1,0,1
MGYG000001379,1,0,1,0,1,0,1
MGYG000001380,1,0,0,0,0,0,0
MGYG000001381,0,1,1,0,1,0,1
MGYG000001382,1,0,0,0,0,0,0
MGYG000001383,0,0,1,0,1,1,1
MGYG000001384,1,1,1,1,1,0,1
MGYG000001385,0,0,1,1,1,0,1
MGYG000001386,1,0,0,0,0,0,1
MGYG000001387,0,0,0,0,1,0,1
MGYG000001388,1,0,1,0,0,0,0
MGYG000001389,1,0,0,0,1,1,1
MGYG000001390,0,1,1,1,1,1,1
MGYG000001391,0,0,1,1,1,0,1
MGYG000001392,0,1,0,0,1,0,1
MGYG000001393,1,1,1,1,0,0,0
MGYG000001394,1,1,1,1,1,0,1
MGYG000001395,1,1,1,0,0,0,0
MGYG000001396,0,0,0,0,1,0,1
MGYG000001397,1,0,1,1,0,1,1
MGYG000001398,0,0,0,0,0,1,1
MGYG000001399,1,0,1,1,1,0,1
MGYG000001400,0,0,0,0,0,0,0
MGYG000001401,0,1,1,1,1,0,1
MGYG000001402,0,0,0,0,0,0,0
MGYG000001403,0,1,1,0,0,0,0
MGYG000001404,1,1,1,0,1,0,1
MGYG000001405,0,1,1,0,1,0,1
MGYG000001407,1,0,1,0,1,0,1
MGYG000001408,0,1,1,0,0,1,1
MGYG000001409,0,0,0,0,1,1,1
MGYG000001410,0,1,1,0,0,0,0
MGYG000001411,0,0,1,0,0,0,0
MGYG000001412,1,1,1,0,1,0,1
MGYG000001413,0,0,0,0,1,1,1
MGYG000001414,0,0,0,0,1,0,1
MGYG000001415,0,0,1,0,1,1,1
MGYG000001416,0,1,1,0,1,0,1
MGYG000001417,0,1,1,1,0,0,0
MGYG000001418,1,1,1,0,0,0,0
MGYG000001419,0,1,1,0,0,0,0
MGYG000001420,0,0,1,0,1,0,1
MGYG000001421,0,0,0,0,0,1,1
MGYG000001422,1,0,1,1,0,0,1
MGYG000001423,1,0,1,0,1,0,1
MGYG000001424,0,0,0,0,1,1,1
MGYG000001425,0,0,1,0,0,1,1
MGYG000001426,1,1,1,1,1,0,1
MGYG000001427,0,0,1,0,1,1,1
MGYG000001428,1,1,1,0,1,0,1
MGYG000001429,0,0,1,1,0,0,0
MGYG000001430,0,0,0,0,0,1,1
MGYG000001431,0,1,0,1,1,1,1
MGYG000001432,0,1,0,1,1,1,1
MGYG000001433,0,0,1,1,0,1,1
MGYG000001434,1,0,0,0,1,0,1
MGYG000001435,1,1,1,1,1,0,1
MGYG000001436,1,1,1,1,0,0,0
MGYG000001437,0,1,1,1,1,0,1
MGYG000001438,1,1,1,0,0,0,0
MGYG000001439,1,0,0,0,0,0,0
MGYG000001440,0,0,1,1,0,1,1
MGYG000001441,0,1,1,0,1,0,1
MGYG000001442,0,0,0,0,1,0,1
MGYG000001443,1,1,1,1,0,0,0
MGYG000001444,1,1,1,1,0,0,0
MGYG000001445,0,1,1,1,0,0,0
MGYG000001446,1,1,1,1,1,0,1
MGYG000001447,0,0,1,0,1,0,1
MGYG000001448,0,1,0,0,1,0,1
MGYG000001449,0,1,0,0,1,0,1
MGYG000001450,0,1,0,0,1,1,1
MGYG000001451,1,1,1,0,1,0,1
MGYG000001452,0,0,0,0,0,0,0
MGYG000001453,1,1,1,1,1,1,1
MGYG000001454,0,0,0,0,1,0,1
MGYG000001457,1,1,1,1,1,0,1
MGYG000001458,1,0,1,1,1,0,1
MGYG000001459,1,0,1,1,1,0,1
MGYG000001460,1,0,1,1,1,0,1
MGYG000001461,1,0,1,1,1,0,1
MGYG000001462,0,1,0,1,1,0,1
MGYG000001463,0,1,0,1,0,1,1
MGYG000001464,1,0,1,1,1,1,1
MGYG000001465,0,1,1,1,0,0,0
MGYG000001466,0,1,1,1,1,0,1
MGYG000001467,0,0,0,0,1,0,1
MGYG000001468,1,1,1,0,1,0,1
MGYG000001469,1,1,1,0,1,1,1
MGYG000001470,0,1,1,0,0,0,0
MGYG000001471,0,0,0,0,0,0,0
MGYG000001472,1,1,1,0,0,0,0
MGYG000001473,1,0,1,0,1,1,1
MGYG000001474,1,0,0,1,0,0,0
MGYG000001475,1,1,1,0,1,1,1
MGYG000001476,1,0,1,0,0,0,0
MGYG000001477,1,0,0,0,0,0,0
MGYG000001478,1,0,0,0,0,0,0
MGYG000001479,1,0,0,0,0,0,0
MGYG000001480,0,0,1,0,1,1,1
MGYG000001481,0,1,1,0,0,1,1
MGYG000001482,1,1,1,0,1,0,1
MGYG000001483,1,1,1,0,1,1,1
MGYG000001484,1,1,1,0,0,0,0
MGYG000001485,1,1,1,1,0,0,0
MGYG000001486,1,1,1,1,1,0,1
MGYG000001487,0,0,0,0,0,0,0
MGYG000001488,0,1,1,0,0,0,0
MGYG000001489,1,0,1,1,0,0,0
MGYG000001490,0,0,1,0,1,0,1
MGYG000001491,1,1,0,0,1,0,1
MGYG000001492,0,0,0,0,0,0,0
MGYG000001493,1,0,1,0,1,1,1
MGYG000001494,0,1,1,0,0,0,0
MGYG000001495,0,0,0,0,1,0,1
MGYG000001496,1,0,0,0,0,0,0
MGYG000001497,1,0,0,0,0,0,0
MGYG000001498,0,1,1,0,1,0,1
MGYG000001499,1,0,1,0,0,0,0
MGYG000001500,1,0,0,0,1,1,1
MGYG000001501,1,1,1,0,1,1,1
MGYG000001502,0,0,0,0,1,0,1
MGYG000001503,0,0,1,0,1,0,1
MGYG000001504,1,0,0,0,1,0,1
MGYG000001505,0,0,1,0,0,0,0
MGYG000001506,1,0,0,0,0,1,1
MGYG000001507,1,1,1,0,1,0,1
MGYG000001508,1,1,1,0,1,0,1
MGYG000001509,0,1,1,0,0,0,0
MGYG000001510,0,1,1,0,0,1,1
MGYG000001511,1,1,0,1,0,1,1
MGYG000001512,0,0,1,1,1,0,1
MGYG000001513,1,0,1,0,0,0,0
MGYG000001514,1,1,1,0,0,0,0
MGYG000001515,0,0,1,0,0,0,0
MGYG000001516,0,0,0,0,1,1,1
MGYG000001517,0,0,0,0,1,0,1
MGYG000001518,1,1,1,0,0,0,0
MGYG000001519,0,0,0,0,0,0,0
MGYG000001520,0,1,1,1,1,0,1
MGYG000001521,1,0,1,0,1,1,1
MGYG000001522,0,0,1,0,1,0,1
MGYG000001523,0,1,1,0,0,0,0
MGYG000001524,0,1,0,0,0,0,0
MGYG000001525,1,1,1,0,1,0,1
MGYG000001526,1,1,1,0,0,0,0
MGYG000001527,1,0,0,0,1,1,1
MGYG000001528,1,0,1,0,1,0,1
MGYG000001529,1,0,1,1,1,1,1
MGYG000001530,0,0,0,0,0,1,1
MGYG000001531,1,0,0,0,1,0,1
MGYG000001532,0,0,1,0,0,0,0
MGYG000001533,0,1,1,0,1,1,1
MGYG000001534,0,1,1,0,1,1,1
MGYG000001535,1,1,1,0,1,0,1
MGYG000001536,0,1,1,1,1,0,1
MGYG000001537,0,1,1,0,1,0,1
MGYG000001538,0,0,0,0,1,1,1
MGYG000001539,0,0,0,0,1,0,1
MGYG000001540,0,1,1,0,1,0,1
MGYG000001541,0,0,1,0,0,1,1
MGYG000001542,1,1,1,0,1,0,1
MGYG000001543,1,0,0,0,1,0,1
MGYG000001544,0,1,1,0,0,0,0
MGYG000001545,0,0,0,0,1,0,1
MGYG000001546,0,0,1,0,0,0,0
MGYG000001547,1,0,1,0,1,0,1
MGYG000001548,1,1,1,0,1,0,1
MGYG000001549,0,1,1,0,0,1,1
MGYG000001550,0,0,0,0,1,0,1
MGYG000001551,1,0,1,1,1,0,1
MGYG000001552,1,0,1,1,1,0,1
MGYG000001553,0,0,1,0,1,0,1
MGYG000001554,0,1,1,0,0,1,1
MGYG000001555,1,0,1,1,1,0,1
MGYG000001556,0,0,1,0,1,0,1
MGYG000001557,0,0,1,0,1,0,1
MGYG000001558,0,0,0,0,0,0,1
MGYG000001559,1,0,1,0,0,1,1
MGYG000001560,0,0,0,0,0,0,0
MGYG000001561,1,0,1,0,1,1,1
MGYG000001562,0,0,1,0,1,1,1
MGYG000001563,0,0,1,0,0,0,0
MGYG000001564,1,0,0,0,0,0,1
MGYG000001565,0,0,0,0,0,0,0
MGYG000001566,1,0,0,0,0,0,0
MGYG000001567,0,0,0,0,0,1,1
MGYG000001568,0,0,0,0,0,0,0
MGYG000001569,0,0,1,0,0,0,1
MGYG000001570,0,0,0,0,0,0,0
MGYG000001571,1,0,0,0,0,0,0
MGYG000001572,0,0,0,0,0,0,0
MGYG000001573,0,0,0,0,0,0,0
MGYG000001574,0,0,1,0,0,0,0
MGYG000001575,0,0,0,0,0,1,1
MGYG000001576,0,0,0,0,1,0,1
MGYG000001577,1,0,0,0,1,0,1
MGYG000001578,1,0,0,0,1,0,1
MGYG000001579,1,0,0,0,0,0,0
MGYG000001580,0,0,0,0,0,0,0
MGYG000001581,0,0,0,0,0,0,0
MGYG000001582,0,0,0,0,1,0,1
MGYG000001583,0,0,0,0,0,0,0
MGYG000001584,0,0,0,0,0,0,0
MGYG000001585,0,0,0,0,0,0,0
MGYG000001586,0,0,0,0,0,0,0
MGYG000001587,1,0,0,0,0,0,0
MGYG000001588,0,0,0,0,0,1,1
MGYG000001589,1,0,0,0,0,0,0
MGYG000001590,1,0,0,1,1,0,1
MGYG000001591,1,0,1,1,1,0,1
MGYG000001592,1,0,0,0,1,0,1
MGYG000001593,1,0,0,0,0,1,1
MGYG000001594,1,0,1,0,0,0,1
MGYG000001595,1,0,1,1,0,0,0
MGYG000001596,1,0,1,0,0,0,0
MGYG000001597,0,0,0,0,1,1,1
MGYG000001598,1,0,0,0,0,0,0
MGYG000001599,1,0,1,0,0,0,1
MGYG000001600,0,0,0,0,0,0,0
MGYG000001601,1,0,0,0,0,0,0
MGYG000001602,1,0,1,0,1,0,1
MGYG000001603,1,0,0,0,0,0,0
MGYG000001604,0,0,1,1,0,0,1
MGYG000001605,0,0,0,0,1,1,1
MGYG000001606,1,0,0,0,0,0,0
MGYG000001607,0,0,0,0,1,0,1
MGYG000001608,1,0,1,1,0,1,1
MGYG000001609,1,0,0,0,0,0,0
MGYG000001610,0,0,0,0,0,1,1
MGYG000001611,1,0,0,0,0,0,0
MGYG000001612,0,0,0,0,1,0,1
MGYG000001613,0,0,1,0,0,1,1
MGYG000001614,0,1,1,0,0,0,0
MGYG000001615,1,0,1,0,0,0,0
MGYG000001616,0,0,0,0,1,0,1
MGYG000001617,1,0,1,0,0,0,0
MGYG000001618,1,0,0,0,0,1,1
MGYG000001619,1,0,0,0,0,0,0
MGYG000001620,0,0,0,0,0,0,0
MGYG000001621,0,0,0,0,1,0,1
MGYG000001622,1,0,0,0,0,0,0
MGYG000001623,1,0,1,1,1,0,1
MGYG000001624,0,1,1,1,1,0,1
MGYG000001625,0,0,1,0,0,0,1
MGYG000001626,1,0,0,1,0,1,1
MGYG000001627,1,0,0,0,0,0,0
MGYG000001628,0,0,0,0,0,0,0
MGYG000001629,1,0,1,1,1,0,1
MGYG000001630,0,0,1,0,1,1,1
MGYG000001631,1,0,1,1,0,0,1
MGYG000001632,0,0,0,0,0,0,0
MGYG000001633,0,0,1,0,0,0,0
MGYG000001634,0,0,0,0,1,1,1
MGYG000001635,0,0,0,0,0,0,0
MGYG000001636,0,0,0,0,0,0,0
MGYG000001637,1,0,1,0,0,0,0
MGYG000001638,0,0,0,0,0,0,0
MGYG000001640,0,0,1,0,0,1,1
MGYG000001641,0,0,1,1,1,1,1
MGYG000001642,1,0,0,0,0,1,1
MGYG000001643,1,0,1,1,1,0,1
MGYG000001644,0,0,1,1,0,1,1
MGYG000001645,0,0,1,0,1,0,1
MGYG000001646,0,0,0,0,1,0,1
MGYG000001647,0,0,0,0,0,0,1
MGYG000001648,0,0,0,0,0,0,1
MGYG000001649,0,0,0,0,1,0,1
MGYG000001650,0,0,0,0,0,0,0
MGYG000001651,0,0,0,0,0,0,0
MGYG000001652,0,0,0,0,0,0,0
MGYG000001653,0,0,0,0,0,1,1
MGYG000001654,1,0,0,0,0,1,1
MGYG000001655,1,0,1,1,0,0,0
MGYG000001656,0,0,0,0,0,0,0
MGYG000001657,0,0,1,0,0,0,0
MGYG000001658,1,0,0,0,0,1,1
MGYG000001659,0,0,1,0,1,1,1
MGYG000001660,1,0,0,0,0,0,0
MGYG000001661,1,0,1,0,0,0,1
MGYG000001662,0,0,0,0,0,0,1
MGYG000001663,0,0,1,0,0,0,0
MGYG000001664,0,0,1,1,0,0,0
MGYG000001665,0,0,0,0,0,0,0
MGYG000001666,0,0,0,1,0,0,0
MGYG000001668,0,0,0,0,0,0,0
MGYG000001669,0,0,0,0,0,0,0
MGYG000001671,0,0,0,0,1,0,1
MGYG000001672,0,0,0,0,0,0,1
MGYG000001673,0,0,0,0,1,0,1
MGYG000001674,0,0,0,0,0,0,0
MGYG000001675,1,0,0,0,0,0,0
MGYG000001676,0,0,0,0,0,0,0
MGYG000001677,0,0,0,0,0,0,0
MGYG000001678,0,0,1,1,0,0,1
MGYG000001679,0,0,0,0,0,0,0
MGYG000001680,0,0,0,0,0,1,1
MGYG000001681,1,0,0,0,0,0,0
MGYG000001682,1,0,1,1,0,1,1
MGYG000001683,1,0,1,0,0,0,0
MGYG000001684,0,0,0,0,0,0,0
MGYG000001685,0,0,1,0,0,0,0
MGYG000001686,0,0,0,0,0,0,0
MGYG000001687,0,0,1,0,0,0,0
MGYG000001688,1,0,0,0,0,0,0
MGYG000001689,1,0,1,0,0,0,0
MGYG000001690,1,0,1,0,1,1,1
MGYG000001691,0,1,1,1,1,0,1
MGYG000001692,0,1,1,1,0,0,0
MGYG000001694,0,0,1,0,1,0,1
MGYG000001695,1,0,1,0,1,0,1
MGYG000001696,1,0,0,0,1,0,1
MGYG000001697,0,0,0,0,0,0,0
MGYG000001698,1,0,1,0,1,0,1
MGYG000001699,1,1,1,0,1,0,1
MGYG000001700,1,1,0,1,0,0,0
MGYG000001701,0,1,1,1,0,0,0
MGYG000001702,0,1,1,0,1,0,1
MGYG000001703,1,1,1,1,1,0,1
MGYG000001704,1,0,1,0,1,0,1
MGYG000001705,1,1,0,1,1,0,1
MGYG000001706,0,1,0,0,1,0,1
MGYG000001707,0,0,1,0,1,1,1
MGYG000001708,0,1,1,1,1,1,1
MGYG000001709,0,0,0,0,1,0,1
MGYG000001710,1,0,0,0,0,0,0
MGYG000001711,0,0,0,0,0,0,0
MGYG000001712,0,1,1,1,0,0,0
MGYG000001713,1,1,1,1,1,0,1
MGYG000001714,1,0,1,0,1,0,1
MGYG000001715,0,0,0,0,0,0,0
MGYG000001717,0,0,0,0,0,0,0
MGYG000001718,0,0,0,0,0,0,0
MGYG000001720,0,0,1,0,1,1,1
MGYG000001723,0,0,1,0,0,1,1
MGYG000001724,0,0,0,0,0,0,0
MGYG000001725,1,0,0,0,0,0,1
MGYG000001726,0,0,0,0,0,0,0
MGYG000001727,0,0,0,0,0,0,0
MGYG000001728,0,0,0,0,0,0,0
MGYG000001729,0,0,0,0,1,0,1
MGYG000001731,0,0,0,0,0,0,0
MGYG000001732,0,0,0,0,0,0,0
MGYG000001733,0,0,0,0,0,0,0
MGYG000001735,1,0,1,1,0,0,0
MGYG000001736,1,0,0,0,0,0,0
MGYG000001737,0,0,1,0,0,1,1
MGYG000001738,1,0,1,0,0,0,0
MGYG000001739,0,0,0,0,0,0,0
MGYG000001740,0,0,0,0,0,0,0
MGYG000001741,0,0,0,0,0,0,0
MGYG000001742,0,0,0,0,0,0,0
MGYG000001743,0,0,0,0,0,0,0
MGYG000001744,1,0,0,0,0,0,0
MGYG000001745,0,0,0,0,0,0,1
MGYG000001746,0,0,0,0,1,0,1
MGYG000001747,0,0,0,0,0,0,1
MGYG000001748,1,0,1,0,0,0,0
MGYG000001749,1,0,0,0,0,0,0
MGYG000001750,1,0,1,1,0,0,0
MGYG000001752,0,0,0,0,0,0,1
MGYG000001753,0,0,0,0,0,0,0
MGYG000001754,1,0,0,0,0,0,0
MGYG000001756,0,0,0,0,1,0,1
MGYG000001757,1,0,0,0,1,0,1
MGYG000001758,1,0,0,0,0,0,0
MGYG000001759,0,0,0,0,0,0,0
MGYG000001760,1,0,0,0,0,0,0
MGYG000001761,1,0,0,0,0,0,0
MGYG000001762,1,0,1,0,0,0,0
MGYG000001763,0,0,1,0,0,0,0
MGYG000001764,0,0,0,0,1,0,1
MGYG000001765,0,0,0,0,0,0,0
MGYG000001766,0,0,0,0,0,0,0
MGYG000001767,0,0,1,0,1,0,1
MGYG000001768,0,0,0,0,0,0,0
MGYG000001769,0,0,0,0,0,0,0
MGYG000001770,0,0,1,0,1,1,1
MGYG000001771,0,0,0,0,1,0,1
MGYG000001772,1,0,1,1,0,0,0
MGYG000001773,0,0,1,0,0,0,0
MGYG000001774,0,0,1,1,0,0,0
MGYG000001775,0,0,1,1,0,0,0
MGYG000001776,0,0,0,0,0,1,1
MGYG000001777,0,0,1,0,0,0,0
MGYG000001778,1,0,0,0,1,0,1
MGYG000001779,0,0,0,0,0,0,0
MGYG000001780,1,0,1,1,0,0,1
MGYG000001781,1,0,0,0,0,0,0
MGYG000001782,0,0,0,1,1,0,1
MGYG000001783,1,0,1,1,1,0,1
MGYG000001784,1,0,1,1,1,1,1
MGYG000001785,0,0,0,0,0,0,0
MGYG000001786,0,0,0,0,1,0,1
MGYG000001787,1,0,1,1,1,1,1
MGYG000001788,1,0,0,0,0,0,0
MGYG000001789,0,0,1,1,1,0,1
MGYG000001790,1,0,0,1,0,0,0
MGYG000001791,0,0,0,0,1,0,1
MGYG000001792,0,0,0,0,1,0,1
MGYG000001793,0,0,1,0,1,1,1
MGYG000001794,0,0,0,0,0,0,0
MGYG000001795,0,0,1,1,1,1,1
MGYG000001797,1,0,1,0,1,0,1
MGYG000001798,0,0,0,0,0,0,0
MGYG000001799,0,0,0,0,0,0,0
MGYG000001800,0,0,0,0,0,0,0
MGYG000001801,0,0,1,0,0,1,1
MGYG000001802,1,0,1,0,1,0,1
MGYG000001803,0,0,1,0,1,0,1
MGYG000001804,0,0,1,1,0,0,0
MGYG000001805,0,0,0,0,0,0,0
MGYG000001806,0,0,1,0,1,0,1
MGYG000001807,0,0,1,1,0,0,0
MGYG000001808,0,0,0,0,0,0,0
MGYG000001809,0,0,1,0,0,0,0
MGYG000001810,1,0,0,0,0,0,0
MGYG000001811,0,0,0,0,0,0,0
MGYG000001812,0,0,1,1,0,0,0
MGYG000001813,0,0,0,0,0,0,0
MGYG000001814,1,0,0,1,1,0,1
MGYG000001815,0,0,0,0,0,0,0
MGYG000001816,1,0,0,0,1,0,1
MGYG000001817,0,0,0,0,0,1,1
MGYG000001818,0,0,0,0,0,0,0
MGYG000001819,0,0,0,0,1,0,1
MGYG000001820,0,0,0,0,1,1,1
MGYG000001821,0,0,0,0,1,0,1
MGYG000001822,0,0,0,0,0,0,0
MGYG000001823,1,0,0,0,0,0,0
MGYG000001824,1,0,0,0,0,0,0
MGYG000001825,0,0,0,0,1,0,1
MGYG000001826,0,0,0,0,0,0,0
MGYG000001827,0,0,0,0,1,1,1
MGYG000001828,0,0,0,0,0,0,0
MGYG000001831,0,0,1,0,1,0,1
MGYG000001832,0,0,0,1,0,0,0
MGYG000001833,0,0,0,0,1,0,1
MGYG000001834,0,0,0,0,0,0,0
MGYG000001835,0,0,1,1,1,1,1
MGYG000001836,0,0,1,0,1,0,1
MGYG000001837,0,0,0,0,0,0,0
MGYG000001838,0,0,1,1,1,0,1
MGYG000001839,0,0,1,0,0,0,0
MGYG000001840,0,0,0,0,0,0,0
MGYG000001841,0,0,0,0,0,0,0
MGYG000001842,0,0,0,0,0,1,1
MGYG000001843,0,0,0,0,0,0,1
MGYG000001844,0,0,0,0,0,0,0
MGYG000001845,0,0,0,0,0,0,0
MGYG000001846,0,0,0,0,1,0,1
MGYG000001848,0,0,1,0,0,0,0
MGYG000001850,0,0,0,0,1,0,1
MGYG000001851,0,0,0,0,1,0,1
MGYG000001852,0,0,0,0,0,0,0
MGYG000001853,0,0,0,0,0,0,0
MGYG000001854,0,0,1,0,0,0,0
MGYG000001855,0,0,1,0,0,0,0
MGYG000001857,0,0,1,0,0,0,0
MGYG000001858,1,0,0,1,1,0,1
MGYG000001859,1,0,0,1,0,1,1
MGYG000001860,0,0,0,0,0,1,1
MGYG000001861,0,0,0,0,0,0,0
MGYG000001862,0,0,0,0,0,0,1
MGYG000001863,0,0,0,0,1,0,1
MGYG000001864,0,0,0,0,0,1,1
MGYG000001865,0,0,0,0,1,0,1
MGYG000001866,0,0,1,0,1,1,1
MGYG000001867,0,0,1,0,0,0,0
MGYG000001868,0,0,0,0,0,0,0
MGYG000001869,0,0,0,0,0,0,0
MGYG000001870,1,0,0,1,1,0,1
MGYG000001871,0,0,1,1,1,0,1
MGYG000001873,1,0,1,0,1,0,1
MGYG000001874,0,0,0,1,1,1,1
MGYG000001875,0,0,0,1,0,1,1
MGYG000001876,1,0,0,0,0,0,0
MGYG000001878,1,0,1,1,1,0,1
MGYG000001879,0,0,0,0,0,1,1
MGYG000001880,0,0,0,0,1,0,1
MGYG000001881,0,0,1,1,0,0,0
MGYG000001883,0,0,0,0,1,0,1
MGYG000001884,0,0,0,1,1,0,1
MGYG000001885,0,0,1,1,0,0,0
MGYG000001886,0,0,1,0,0,0,1
MGYG000001887,0,0,0,0,0,1,1
MGYG000001888,0,0,0,0,0,0,0
MGYG000001889,0,0,0,0,1,0,1
MGYG000001890,0,0,1,0,0,0,0
MGYG000001891,1,0,0,1,0,0,1
MGYG000001892,0,1,1,0,0,0,0
MGYG000001893,0,0,0,0,1,0,1
MGYG000001894,0,0,0,0,0,0,0
MGYG000001895,0,0,1,1,0,0,0
MGYG000001896,0,0,0,0,0,0,1
MGYG000001897,0,0,0,0,0,1,1
MGYG000001898,1,0,1,1,1,0,1
MGYG000001899,0,0,1,1,1,0,1
MGYG000001900,0,1,1,1,0,0,0
MGYG000001901,0,0,0,0,0,0,0
MGYG000001902,0,0,0,0,1,1,1
MGYG000001903,0,0,0,0,0,0,0
MGYG000001904,0,0,0,0,0,0,0
MGYG000001905,0,0,0,0,0,0,0
MGYG000001906,0,0,0,1,0,0,1
MGYG000001907,0,0,0,0,0,0,0
MGYG000001908,0,0,0,0,0,0,0
MGYG000001909,0,0,0,0,1,0,1
MGYG000001910,1,0,1,0,0,0,0
MGYG000001911,1,0,0,1,0,0,0
MGYG000001912,0,0,0,0,0,0,0
MGYG000001913,0,0,0,0,0,0,0
MGYG000001914,0,0,0,0,0,0,0
MGYG000001915,0,0,0,0,0,0,0
MGYG000001916,0,0,0,0,0,0,0
MGYG000001917,0,0,0,0,0,0,1
MGYG000001918,0,0,1,0,0,1,1
MGYG000001919,0,0,0,0,1,0,1
MGYG000001920,0,0,1,1,0,0,1
MGYG000001921,1,0,1,1,1,0,1
MGYG000001922,0,0,0,0,0,0,0
MGYG000001923,0,1,1,0,0,0,0
MGYG000001924,0,0,1,1,0,0,0
MGYG000001925,0,0,1,1,1,0,1
MGYG000001926,0,0,0,0,0,0,0
MGYG000001927,0,0,1,0,0,0,1
MGYG000001928,0,0,0,0,0,0,0
MGYG000001929,0,0,1,1,0,0,1
MGYG000001930,0,0,1,0,1,0,1
MGYG000001931,0,0,1,1,1,0,1
MGYG000001932,0,0,0,0,0,0,0
MGYG000001933,0,0,1,0,1,0,1
MGYG000001934,0,0,0,0,0,0,0
MGYG000001935,0,0,0,0,1,0,1
MGYG000001936,0,0,0,0,0,0,0
MGYG000001937,1,0,1,0,1,1,1
MGYG000001938,0,0,1,0,1,0,1
MGYG000001939,0,0,0,0,0,0,0
MGYG000001940,0,0,0,0,1,0,1
MGYG000001941,0,0,0,0,0,1,1
MGYG000001942,0,0,0,0,0,0,1
MGYG000001944,1,0,0,0,1,0,1
MGYG000001945,0,0,0,0,0,0,0
MGYG000001946,0,0,0,0,0,0,0
MGYG000001947,0,0,0,0,0,0,0
MGYG000001948,1,0,1,1,0,1,1
MGYG000001949,0,0,0,0,0,0,1
MGYG000001950,0,0,0,0,0,0,1
MGYG000001951,0,0,1,0,0,1,1
MGYG000001952,1,0,0,0,0,1,1
MGYG000001953,1,0,0,0,0,0,0
MGYG000001954,1,0,0,0,1,0,1
MGYG000001955,1,0,1,0,0,0,0
MGYG000001956,0,0,1,0,0,0,0
MGYG000001957,0,0,0,0,0,0,0
MGYG000001958,1,0,0,0,0,0,0
MGYG000001959,0,0,0,0,0,0,1
MGYG000001960,0,0,0,1,0,1,1
MGYG000001961,1,0,1,0,0,0,1
MGYG000001962,0,0,0,0,0,0,0
MGYG000001963,0,0,1,0,0,0,1
MGYG000001964,1,0,1,0,0,0,0
MGYG000001965,0,0,1,0,0,0,0
MGYG000001966,0,0,0,0,0,0,0
MGYG000001967,0,0,0,0,0,0,0
MGYG000001968,0,0,0,0,0,0,0
MGYG000001969,0,0,0,0,0,0,0
MGYG000001970,0,0,1,0,0,0,0
MGYG000001971,1,0,0,0,0,0,0
MGYG000001972,0,0,1,0,1,0,1
MGYG000001973,0,0,0,0,0,0,0
MGYG000001974,0,0,0,0,1,1,1
MGYG000001975,0,0,1,0,1,1,1
MGYG000001976,0,0,0,0,0,0,0
MGYG000001977,1,0,1,0,0,1,1
MGYG000001978,0,0,0,0,1,0,1
MGYG000001979,0,0,0,0,0,0,0
MGYG000001980,1,0,0,1,0,0,0
MGYG000001981,0,0,1,1,0,0,0
MGYG000001982,1,0,0,0,1,0,1
